Возраст,Пол,Уровень образования,Профессия,Опыт работы,Зарплата,Регион
33.0,мужской,доктор наук,Программист,11,107510.0,Санкт-Петербург
44.0,женский,магистр,Инженер,23,56462.0,Омск
49.0,женский,магистр,Строитель,15,96935.0,Москва
45.0,мужской,среднее профессиональное,Финансовый аналитик,14,55516.0,Нижний Новгород
53.0,мужской,магистр,Бизнес-аналитик,9,48885.0,Челябинск
19.0,мужской,среднее общее,,31,66726.0,Москва
44.0,мужской,бакалавр,Учитель,5,93241.0,Казань
43.0,женский,,Диджитал-маркетолог,2,53831.0,Москва
66.0,женский,доктор наук,Маркетолог,10,62254.0,Нижний Новгород
20.0,женский,бакалавр,Диджитал-маркетолог,9,46908.0,Москва
41.0,мужской,среднее общее,Врач,7,47769.0,Санкт-Петербург
47.0,мужской,среднее общее,Финансовый аналитик,23,63502.0,Новосибирск
45.0,женский,магистр,Бизнес-аналитик,26,56221.0,Москва
40.0,женский,магистр,Девопс инженер,4,48678.0,Москва
41.0,женский,бакалавр,Актер,15,63718.0,Москва
31.0,мужской,,Актер,24,94084.0,Москва
49.0,мужской,среднее профессиональное,Бизнес-аналитик,5,51939.0,Нижний Новгород
46.0,мужской,среднее общее,Маркетолог,21,57388.0,Нижний Новгород
22.0,мужской,среднее общее,Программист,14,31000.0,Москва
37.0,мужской,,Финансовый аналитик,31,38902.0,Москва
61.0,женский,магистр,Водитель,8,34959.0,Челябинск
54.0,женский,магистр,Дизайнер интерфейсов,16,47655.0,Санкт-Петербург
48.0,мужской,,Маркетолог,16,63923.0,Санкт-Петербург
33.0,мужской,бакалавр,Врач,21,21591.0,Челябинск
25.0,мужской,среднее общее,Финансовый аналитик,23,93652.0,Санкт-Петербург
30.0,женский,бакалавр,Инженер-программист,7,31000.0,Нижний Новгород
36.0,женский,доктор наук,Бухгалтер,11,68461.0,Екатеринбург
55.0,женский,среднее общее,UX-дизайнер,14,63302.0,
20.0,мужской,бакалавр,,8,68831.0,Санкт-Петербург
31.0,мужской,магистр,Бухгалтер,35,77709.0,Москва
54.0,женский,бакалавр,Водитель,15,59657.0,Казань
27.0,мужской,бакалавр,Бизнес-аналитик,22,78069.0,Москва
44.0,женский,среднее общее,Системный администратор,30,37945.0,Новосибирск
36.0,женский,среднее общее,Маркетолог,2,42418.0,Казань
26.0,женский,,Продуктовый менеджер,10,61847.0,Новосибирск
42.0,женский,среднее общее,Диджитал-маркетолог,8,55437.0,Новосибирск
27.0,мужской,бакалавр,Дизайнер интерфейсов,14,61054.0,Омск
41.0,женский,бакалавр,Продуктовый менеджер,38,26611.0,Казань
21.0,мужской,бакалавр,Врач,1,52065.0,Санкт-Петербург
52.0,мужской,среднее профессиональное,Актер,7,31842.0,Нижний Новгород
31.0,мужской,бакалавр,Учитель,32,84555.0,Москва
33.0,женский,среднее общее,Бизнес-аналитик,16,83407.0,Санкт-Петербург
36.0,женский,бакалавр,,33,33720.0,Казань
24.0,мужской,магистр,Аналитик больших данных,5,150686.0,Нижний Новгород
23.0,мужской,среднее общее,Бизнес-аналитик,23,39627.0,Санкт-Петербург
23.0,женский,бакалавр,Системный администратор,5,47619.0,Москва
56.0,мужской,бакалавр,Финансовый аналитик,1,29670.0,Санкт-Петербург
37.0,мужской,доктор наук,Врач,15,59896.0,Москва
49.0,мужской,бакалавр,Аналитик больших данных,38,53082.0,Екатеринбург
44.0,мужской,бакалавр,Системный администратор,30,50210.0,Омск
